6	94	5
4	99	1
6	15	4
0	27	3
7	80	4
11	57	4
12	54	4
0	28	2
1	90	5
9	89	2
1	64	4
17	80	4
11	54	4
10	55	4
3	21	5
15	70	2
9	72	2
2	38	3
19	19	4
17	49	3
13	51	3
4	75	2
15	70	2
7	88	1
9	18	2
15	54	3
10	45	5
0	85	3
6	84	2
11	4	5
2	82	1
1	71	3
12	67	5
14	60	3
15	79	5
3	92	5
6	27	3
12	85	2
10	4	5
13	91	5
19	81	4
9	9	1
14	87	1
6	71	2
2	91	3
9	71	3
14	97	4
0	65	1
5	29	4
18	46	2
8	42	4
12	88	1
6	67	4
5	88	1
19	90	1
3	87	1
11	39	4
10	65	4
17	50	3
2	42	4
18	4	5
13	47	4
13	95	3
3	3	3
10	49	3
13	57	2
3	46	2
9	31	3
17	25	2
5	29	4
17	40	2
5	34	1
15	33	1
14	58	3
6	60	3
3	92	5
8	37	1
0	61	4
0	16	2
4	80	4
19	33	1
4	22	3
15	29	3
14	19	1
10	76	4
8	75	3
9	60	3
19	14	5
16	38	3
9	45	5
8	21	2
6	24	3
7	40	2
2	16	2
19	98	3
9	72	2
3	73	1
7	20	2
0	19	4
15	18	1
4	75	2
19	49	2
0	68	3
0	63	4
10	90	5
13	63	4
3	65	4
8	23	2
9	89	2
16	15	4
3	21	5
14	56	4
5	43	2
9	8	3
5	61	3
12	50	3
18	44	4
4	1	1
10	59	5
13	52	3
6	91	5
3	7	3
18	59	5
18	20	2
4	23	2
12	47	1
3	12	4
10	18	2
16	34	4
10	64	4
2	83	4
17	54	4
10	55	4
13	16	2
4	76	4
12	63	1
4	37	2
2	83	4
17	44	4
6	11	1
1	77	4
13	42	4
7	26	5
9	81	1
7	10	5
18	47	1
1	20	2
4	67	5
17	92	5
16	18	1
19	42	4
11	12	4
5	23	2
13	3	1
16	34	4
1	5	1
6	58	4
18	76	4
9	56	4
4	4	5
5	40	2
10	75	2
16	37	1
4	9	1
13	34	4
18	32	2
2	63	1
7	81	1
6	23	2
19	7	3
12	7	3
9	83	4
13	54	3
0	5	1
18	50	3
4	38	3
5	56	4
6	62	4
1	10	5
12	79	4
19	90	1
5	52	2
17	91	3
15	82	5
7	3	3
12	13	1
9	71	3
19	3	1
17	95	4
9	25	2
6	57	2
0	90	1
3	33	3
13	94	5
15	67	4
7	20	2
15	1	2
17	74	4
0	56	3
16	55	2
16	16	2
6	31	3
9	66	3
0	92	2
5	43	2
12	5	1
6	32	5
7	63	1
11	1	1
15	38	3
5	84	4
9	58	3
6	81	4
11	75	2
16	29	3
19	17	1
12	65	4
19	89	3
12	91	3
1	28	3
9	95	4
19	99	3
3	11	2
15	93	5
18	86	3
9	99	1
13	98	3
8	81	4
10	79	4
9	55	4
19	47	4
11	70	1
10	68	2
8	52	3
15	79	5
13	43	2
13	49	2
5	76	4
9	74	4
18	83	4
12	3	3
15	59	4
19	58	4
16	5	1
13	56	3
6	2	5
15	95	3
13	23	2
4	11	2
12	99	1
13	93	5
10	37	2
1	32	2
6	35	4
4	11	2
4	15	3
15	28	2
8	63	4
2	46	2
11	20	2
19	61	4
17	36	4
7	11	2
18	86	3
18	28	3
2	5	1
7	39	4
16	56	3
9	38	3
16	31	3
4	67	5
9	0	2
12	54	4
11	23	2
0	75	3
17	40	2
14	34	1
3	78	3
3	40	2
7	63	1
15	4	1
6	71	2
15	95	3
4	6	4
5	10	5
3	20	2
3	6	4
5	28	3
8	31	3
12	11	2
4	74	4
5	29	4
3	73	1
7	73	1
10	60	3
12	58	3
8	55	2
8	93	5
10	30	4
17	17	4
16	30	4
19	9	5
5	76	4
16	42	4
17	78	3
3	44	4
6	95	3
13	75	3
8	82	5
16	69	4
1	7	3
14	73	1
18	90	5
11	92	5
7	58	3
16	21	2
0	30	4
8	40	5
12	90	5
18	87	1
17	53	4
18	65	4
17	56	4
5	60	3
6	95	3
13	6	2
19	67	4
4	91	3
13	78	3
6	51	3
4	24	1
5	34	1
12	54	4
4	86	3
0	48	4
19	17	1
18	36	4
4	50	3
17	83	4
13	82	5
5	16	2
3	64	4
6	61	4
0	87	2
4	3	3
1	48	1
8	47	4
4	81	1
16	33	1
18	66	3
13	65	1
13	45	3
0	46	3
8	15	4
4	67	5
13	77	4
3	20	2
18	11	2
19	89	3
14	64	4
2	55	4
13	90	1
9	1	1
0	93	5
9	29	4
11	64	4
10	92	5
18	81	1
7	74	4
13	19	4
7	83	4
13	99	3
16	54	3
18	60	3
12	7	3
12	65	4
8	78	3
16	40	5
6	99	3
16	14	5
17	25	2
17	32	2
19	68	3
17	47	1
13	59	4
2	57	4
12	26	5
0	84	2
2	12	4
14	96	1
10	23	2
1	68	2
2	80	4
6	92	2
5	84	4
0	72	4
4	0	2
15	4	1
3	69	5
15	38	3
12	24	1
16	66	2
3	96	1
16	50	3
14	42	4
15	48	4
2	11	2
10	69	5
11	27	2
12	17	4
11	46	2
8	39	1
6	56	3
16	19	4
11	35	3
2	56	4
9	73	1
10	29	4
7	69	5
14	2	3
9	18	2
0	46	3
4	25	2
7	71	3
13	77	4
14	7	3
5	3	3
3	43	2
2	49	3
9	60	3
0	89	3
1	99	1
16	48	4
12	26	5
16	77	4
7	91	3
17	1	1
1	30	4
12	37	2
0	35	4
13	42	4
18	93	1
18	46	2
9	68	2
8	54	3
6	5	1
11	52	2
16	85	3
6	35	4
2	10	5
8	21	2
2	97	4
16	61	4
15	44	4
10	68	2
18	52	2
4	69	5
15	9	5
1	47	1
0	87	2
1	83	4
9	9	1
10	97	4
10	17	4
4	79	4
16	0	1
13	55	2
15	61	4
5	46	2
9	70	1
3	59	5
11	16	2
5	82	1
7	83	4
17	66	3
7	58	3
2	66	3
18	54	4
17	71	3
17	18	2
14	14	1
9	44	4
1	51	2
16	79	5
18	16	2
16	3	1
14	4	5
12	5	1
2	92	5
4	7	3
1	80	4
11	70	1
4	3	3
3	73	1
4	55	4
10	10	5
15	90	1
1	11	2
0	14	5
4	82	1
1	99	1
8	41	4
15	93	5
12	47	1
15	72	4
16	63	4
14	20	2
11	94	2
17	99	1
17	72	2
0	99	3
6	96	4
11	32	2
13	7	3
